tulajdonsag,ertek,egyseg,darabszam,egyedi_hash
tömeg,0.3,kg,1,2d670235dc7a4a797df2cb6a24f1e29c254aed9f08c8b56bad4e37be8623b0cc
tömeg,0.325,kg,1,2d670235dc7a4a797df2cb6a24f1e29c254aed9f08c8b56bad4e37be8623b0cc
tömeg,0.33,kg,1,2d670235dc7a4a797df2cb6a24f1e29c254aed9f08c8b56bad4e37be8623b0cc
tömeg,0.375,kg,1,2d670235dc7a4a797df2cb6a24f1e29c254aed9f08c8b56bad4e37be8623b0cc
tömeg,0.4,kg,1,2d670235dc7a4a797df2cb6a24f1e29c254aed9f08c8b56bad4e37be8623b0cc
darabszám,2,db,1,2d670235dc7a4a797df2cb6a24f1e29c254aed9f08c8b56bad4e37be8623b0cc
tömeg,0.06,kg,1,385c46de1e089f61661c9b91b977c9db29fd4085b6087f7178d188bbec11b9c4
tömeg,0.03,kg,1,8577aaa14a9359a24361f6e17bd759695e9c0b0ead29ee72b15330ed83cce499
tömeg,0.025,kg,1,8577aaa14a9359a24361f6e17bd759695e9c0b0ead29ee72b15330ed83cce499
tömeg,0.02,kg,1,8577aaa14a9359a24361f6e17bd759695e9c0b0ead29ee72b15330ed83cce499
tömeg,0.008,kg,1,8577aaa14a9359a24361f6e17bd759695e9c0b0ead29ee72b15330ed83cce499
tömeg,0.03,kg,1,8577aaa14a9359a24361f6e17bd759695e9c0b0ead29ee72b15330ed83cce499
tömeg,0.025,kg,1,8577aaa14a9359a24361f6e17bd759695e9c0b0ead29ee72b15330ed83cce499
tömeg,0.02,kg,1,8577aaa14a9359a24361f6e17bd759695e9c0b0ead29ee72b15330ed83cce499
tömeg,0.008,kg,1,8577aaa14a9359a24361f6e17bd759695e9c0b0ead29ee72b15330ed83cce499
darabszám,1,db,1,8577aaa14a9359a24361f6e17bd759695e9c0b0ead29ee72b15330ed83cce499
tömeg,0.47,kg,1,59b3f9f071bdac56cbfa870122b0d84bd0b321bce85f5615da5695e3e4679376
tömeg,0.34,kg,1,918e42b5e9a65a61d860e4bc117139522d134d8e074ec84ec347f1d70a974723
tömeg,0.5,kg,1,3c8ef76c04271667b19c0b66155aeb5163bd5f849d041363d8c3e53570a35ffd
tömeg,0.35,kg,1,a4591433eb27a5da9427263d1f487d9119712d81a47e839ad5095a992eea9018
tömeg,0.29,kg,1,82d210efc9676a1145009389f3db92c17181e5b3b1e03bb9b454b2c008923b1c
tömeg,0.17,kg,1,cfb15dc30e5976064ef4d352c4df7a442e86b5a93cf1830dcfde645f80d24101
tömeg,0.105,kg,1,2d48a79d78801d203a662d8a9b686570801782798b15ad8f5b5cc987c296c0b0
tömeg,0.2,kg,1,4caabc1460925023b202c270518e0e1cd940f9138bc0cbea5f24c0ab1c89a90f
tömeg,0.35,kg,1,4caabc1460925023b202c270518e0e1cd940f9138bc0cbea5f24c0ab1c89a90f
tömeg,0.1,kg,1,119b645a2fdc7e80b7af0836ab9c9997b5c3b1bbd2e7df024a2ea1f3c8d18a66
tömeg,0.265,kg,1,78c45e4a8d51360f1ad29a3ca1063d519520dd1f59826555fb7b7d09bb72c298
tömeg,0.42,kg,1,a67a00bec451491e88e3fc6f1a07575c1f53afda9cd2935be23c0ed53e3dd287
űrtartalom,0.425,l,1,b7661a9ce6bb469bddf46840dc602d17bd4d23758cf2a43dd5c03c262246dae0
űrtartalom,1,l,1,b7661a9ce6bb469bddf46840dc602d17bd4d23758cf2a43dd5c03c262246dae0
tömeg,0.24,kg,1,73ec66347460464699ba03f13f49eb0c408c2cebf185671727285b49415fcba7
tömeg,0.4,kg,1,73ec66347460464699ba03f13f49eb0c408c2cebf185671727285b49415fcba7
tömeg,0.4,kg,1,dddff79988b20bd20511ba558387b32eb171c5c3f127d4ddb461173a46164464
tömeg,0.5,kg,1,37c08c74c89d75caba4efa6fbb68f6caa9dc0ba841bccca74527d75b24b3de8b
űrtartalom,0.5,l,1,bd4b81945c8be38fc4c97808b22d756374a71ec8a7cd7ab4c4929d7bc884d976
űrtartalom,1,l,1,e794e3ec5dbc58e56844394d8d42dfa5f409846f8d0286d384361aaccdbb6fdf
űrtartalom,0.2,l,1,ac360fc0ca65998c5549f97a82ffcd1e47d05fc2db138880cba465e11778e1c5
űrtartalom,1,l,1,29d607a63f0ab1d6b3905365e919b2abe4d86f92b1b3e16bd8b070a269513aee
űrtartalom,0.5,l,1,7e2b7ea604e710b6e63c8851a3a3fea714ba9ef5ee5bb486a5c26a14aa73760d
tömeg,0.1,kg,1,82ec2af6bef1d93d93718c839a0dc2e4eaaa79221c4f28d77de454602239d72e
tömeg,0.105,kg,1,030fcf6e0834b39a6fa7c2012ceebeab99e2c0c638918ddd872883ee22fea7dd
tömeg,0.165,kg,1,168145c0e76d7a7fb4020b9974da214e5165f28c45ffa056ba3a1351462d0c30
tömeg,0.055,kg,1,ddff1076ad724991451b9e581bafb0e7c854241cbb2bc90e6633802c2b515929
tömeg,0.06,kg,1,ddff1076ad724991451b9e581bafb0e7c854241cbb2bc90e6633802c2b515929
tömeg,0.043,kg,1,e97851274ac3b8109166c1d87a4f0858dc5ed74bd82aa98239bfb2a1b7c8ca66
tömeg,0.065,kg,1,b3d9bace4f2f37b8ba4757e89ebdbfd677064ab6a8abcd03677818c1ee69fe7b
tömeg,0.125,kg,1,4b6d62b7356cc2bf869c9c3e1d1a413b2b4fa7e6fe8ba74cf5e37cae206eba4a
tömeg,0.1,kg,1,5ea4dbc961aaba7975c194e84e0dce965d29ebe0f064c6c00d57bb175dad384c
tömeg,0.13,kg,1,911668f25b0bfc278b5bcb7bb1c83100befc0c0061a59f4f6cca1b1878f08484
tömeg,0.165,kg,1,18f79214742e47db4cd1025b85eae66ef355cff1e7e415ed04387fc25b419910
tömeg,0.15,kg,1,9201d6b197447150557f5414575748c87b7b3437a57f69bd42d9b668e62d1faa
tömeg,1,kg,1,9201d6b197447150557f5414575748c87b7b3437a57f69bd42d9b668e62d1faa
tömeg,0.3,kg,1,c9beecbc0566db6164ffff81e136ec873d9c3dbf95551cec564f8d429b612b81
darabszám,1,db,1,c9beecbc0566db6164ffff81e136ec873d9c3dbf95551cec564f8d429b612b81
tömeg,0.165,kg,1,4ca21dd00d095a5fa00d09d61de90441a112f3eb10d548863ab47ef4e777534f
tömeg,0.5,kg,1,7aaa9a89ec4dd8d9914e7ae7271f79ff92e63d5cd9adf55c2965934121b9778d
tömeg,0.5,kg,1,14050fbe4aa2b45fd55a11c3ba82a32b4823a1837fa0b4ea1b9d16813fcb3b96
tömeg,1,kg,1,14050fbe4aa2b45fd55a11c3ba82a32b4823a1837fa0b4ea1b9d16813fcb3b96
tömeg,0.32,kg,1,2ef146ff8e91c3eb88fd76a73ddc2d1df78739506dd3614cfc19dd841f54310e
tömeg,0.32,kg,1,5db7d7e33514b5b87db4c17bc07079e56b0fefe984024388481c4cfc3f2dd522
tömeg,0.185,kg,1,32c787ddd0ce86ea6364726ee0d9426b7e51c0865817dcb3d2e8bc19861415f2
darabszám,1,db,1,d74c626f3ed6394d31c5e3f0fa3f6002b8646691aca2da0c1a446e1fb9465a13
darabszám,2,db,1,d74c626f3ed6394d31c5e3f0fa3f6002b8646691aca2da0c1a446e1fb9465a13
tömeg,0.185,kg,1,6d177fab4888d0daa1d7a5875cbf69c90e228b144fda3056125b0d3a9051c5fe
űrtartalom,0.25,l,1,81f81a2fc5671cefbb28cf81585cf73e53f4ab4e85335e504350f5f8704d7cc4
tömeg,0.5,kg,1,e6cc7bed5b10844a47374fa80bea4fabb4af579a03845bae5c2c2da2a5828d60
tömeg,0.16,kg,1,8411fc4ece7d412712170fa69f7e1afd0746db15e95f7c3e0a39e566c0bb3f43
tömeg,0.405,kg,1,5c005a76668568d3656eff9aabd987f46a9002f6f44582e1c4b49192a2e3f3f2
tömeg,0.84,kg,1,387fc7dde65af21e874cbe6621d095ef2e4a59510f2e51ad637fad417c27c4ca
tömeg,0.411,kg,1,b1b0ef567c1a0c54af02e0561c2b4d040e2e5de350fbbe377a1b390f2224b221
űrtartalom,0.25,l,1,8c4f48b88f251e31c471e54d36cc960cce9b8bbf59e3b481cc45149d63564520
tömeg,0.2,kg,1,34aa01265fe272d42e574e65f41d69967368e4f589b1b463b1ab8a05b061aad5
űrtartalom,0.25,l,1,1943dc25d3f7b8e86400a607d2a13250a29d6e769a1e5ac34c1f60aec93e20d2
tömeg,0.23,kg,1,4047795eef5e4ca8ec7db3f61113b1bc044b8b5793dcb503dcc5990e4391d838
tömeg,0.24,kg,1,18e29f7698cee6df69dfe7a937aca76303945ba1a7151b9e3a8317a15e90c182
tömeg,0.41,kg,1,0c9935415bc72fdc60379b77c634f65e739110325976cced858bb6160c69e23b
tömeg,0.51,kg,1,00672bcf2cf8cc5be1131adfa0ae47aff64060b234e82f108acff2142a54e262
tömeg,0.51,kg,1,bbafcb88faee990c2c9c8fcc1332711b6a3c182bf597614ff52f181dbf11baba
űrtartalom,0.15,l,1,2983c2387b4dea01af5b1c27fc9c147f86e6890ad481591ebf4a4f4865a02933
űrtartalom,0.25,l,1,2983c2387b4dea01af5b1c27fc9c147f86e6890ad481591ebf4a4f4865a02933
tömeg,0.35,kg,1,04a23334c293cb140e3e154aa309634c07068b4cb762b2cd711062a822518dfc
tömeg,0.32,kg,1,2b3ddcbdd61dfb040ff2956b3d33cbab831475d8c562f60230deda57cb293b03
űrtartalom,0.3,l,1,e367f888c6f8335e2d1a2656c48d461d1d0994e475d272b1e2de598217511a9a
tömeg,0.3,kg,1,4a5031a19036506ea12e3b0e9e95d76262df75d62373d468304e76f8d3fec461
tömeg,0.4,kg,1,6efe9e7fbeeefe22476eeb11cc18b4ea77bd7fddba04891d36393085e2fb5d92
tömeg,0.25,kg,1,ded80c713d7741e39499b98399781d9d764260ee9f66156a9619252d014d507e
tömeg,0.3,kg,1,87a614bccdc09b9708bcf27fba1ba04b2cd524313fb3c48d362c8f41906150e6
tömeg,0.6,kg,1,48370558216fa9f74fc21e7dbe401accf1df491331bae2c4a93f3dc9a93e74e9
tömeg,1,kg,1,8cce6b86696bc8224330047703f06d397f02868aff9cb60302a96a463098b5bb
tömeg,1,kg,1,c47f918807bb10d6b75de772f6bdb06697c7e47551cc2631b52a54f96f0b3b69
űrtartalom,0.3,l,1,d0c084d215bafab51efc6dd38d885db71a22209aa663900f738a37b5246f7e1d
tömeg,1,kg,1,4dc176069a4d2b8e72aedde38fcf69df1d733067a51e412d71a3957d195b0652
darabszám,1200,db,1,4b3ce1fd2ef3c5a1f0e11670d290815ff10fc11c5b960c295447887a766360b7
tömeg,1,kg,1,3ffc0d9d0824e33eb46521d5835392c6617c570fe8a033ddccb3c5404c71c56e
tömeg,0.275,kg,1,bdc90988d51a16e6d91ada1ed4c0508550f8043a8f48d606fbf2fe89f795cde1
tömeg,0.3,kg,1,6e018b6ad1981b1cddc1f6f71aa603edbaf11ae6819739b2f944dc8d177cc5f7
tömeg,1,kg,1,058fa69054ae66f90d32de28cab3e0dedfff3fc538c9140d0da0693ff3575785
darabszám,100,db,6,f41647c0e77c92d283bee893e09456c47e7b3107ccb6f0e499481958dd673347
darabszám,100,db,1,f41647c0e77c92d283bee893e09456c47e7b3107ccb6f0e499481958dd673347
tömeg,0.33,kg,1,a6d1bc896fed1954d0d0ab9fc75ce7398e62cf3daa4c54d1eeaf0b0b3fa7ce75
tömeg,1,kg,1,a6d1bc896fed1954d0d0ab9fc75ce7398e62cf3daa4c54d1eeaf0b0b3fa7ce75
tömeg,0.75,kg,1,6b9a5ea6f3fb37a4dc3ebbd0796a18caa76b36331a509d043a2fe94fcd3edeb9
tömeg,0.36,kg,1,41dd94225c50c8a84b45a99ecb313c5a482614c18d4e5397dd0a7eb2ad7dc4dc
tömeg,0.4,kg,1,a60a4affc2b569e381b65b71ed3a8c64fbd4c6e23de42734157fc0d8e2b3ce52
tömeg,0.5,kg,1,74f3b6303362a0b8cd8de2ee36f5113cf80be35131b8c4d952348cefffed8de7
tömeg,0.4,kg,1,8b996677ef99c60b635fa6f5ef56a78573d332b57e9f366e477890b078e87017
tömeg,0.19,kg,1,b76dd147cbc4b0707fdbdf7caae9d2f0bedcb8c05481f53ab88b9af734a17a00
tömeg,0.42,kg,1,045b1bd58b4ce86af3ae330010377d701e8f7ab81c1939aac85e922c04793431
tömeg,0.3,kg,1,15802e51b323b109f904b265e5d2164d1789b597604c2f4bceeccb696f0cff08
darabszám,6,db,1,6a4538625adb8250699ff88db8baafbc7c50f9107b2c0a5c802765a712081baa
darabszám,1,db,1,6a4538625adb8250699ff88db8baafbc7c50f9107b2c0a5c802765a712081baa
tömeg,0.3,kg,1,6a4538625adb8250699ff88db8baafbc7c50f9107b2c0a5c802765a712081baa
tömeg,0.06,kg,1,1873b9897ffff0bd80353776ad956634a492f564639c8cea33adc1578076fc5d
tömeg,0.037,kg,5,e5a890046cde7e84b2895f1683ea51be6f4a0d93e17a69e57189c7d63888afd3
tömeg,0.037,kg,1,e5a890046cde7e84b2895f1683ea51be6f4a0d93e17a69e57189c7d63888afd3
tömeg,0.077,kg,1,671e58b9190d6fdf82ac208a543ee2b4744d9b830d16cdb448cf738e8f280262
tömeg,0.07,kg,1,836327e1129c85f35a027d47fdf4dbda3d917b49c9cb03b2a6f26d7e4920aa31
tömeg,0.053,kg,1,2695a3036db9c80f546359dfe3fdc49439fb96d552bd486503b14c929b91e3e4
tömeg,1,kg,1,2695a3036db9c80f546359dfe3fdc49439fb96d552bd486503b14c929b91e3e4
tömeg,0.057,kg,1,1f991e89626674fe613d857991584e29955ba33bb0cf713f6566e0c6abff51e7
tömeg,0.1,kg,1,c098ceb009749859a77a1050ebf4749b1a6929afe7d1b1297879429dd7db76c9
tömeg,0.068,kg,1,de4a20627eaf8bae619ad4a0d8f7e308ac7011fde2066cfcb6b87a1c0d2bdd4d
tömeg,0.09,kg,1,9f91c193f4db02b8ebba8da7ee798d448e3f8b6a984210c72c04b4054af9b76a
darabszám,1,db,1,b7feecb601b8c6b0b963c64f7a0bd64cebe2742ddbebbe6f7d7d9c2bef90ed09
tömeg,0.15,kg,1,8f5107eee04f1d13d864e0106414d0621bb0fe08d6312261b1229382770d291b
tömeg,1,kg,1,8f5107eee04f1d13d864e0106414d0621bb0fe08d6312261b1229382770d291b
tömeg,0.085,kg,1,23d9e16688030105bc31419dc890fb5876fcb8f43179d7287422b2348ffd3a44
tömeg,0.1,kg,1,8ba6606b7433bc77a10fa9f40d45b6c2501d7c0e7688b32735c43755feef410f
darabszám,1,db,1,061c4db5ef2f40dd952ceb81c330520414d338f87223e5437d3a5cc349765381
tömeg,0.1,kg,1,0a5e86b15cc8f4d971fb4f9017b22c6273cec54f20bad1470d7f3e777b8b1d46
tömeg,0.14,kg,1,10295ba720a6ceb871e60f8f551baeef811b8b8921bfe6c6e2e9076a0a475c41
darabszám,4,db,1,ee97b8f6322272e26b9e8dd8d0bb2cb4fa9edaf33dafc0f724cfc487061e4b2b
darabszám,1,db,1,ee97b8f6322272e26b9e8dd8d0bb2cb4fa9edaf33dafc0f724cfc487061e4b2b
tömeg,0.25,kg,1,ee97b8f6322272e26b9e8dd8d0bb2cb4fa9edaf33dafc0f724cfc487061e4b2b
tömeg,0.36,kg,1,7e18952ef39418fa959271e62b0da3f3bfcec37a854941e53c820042710f2e3a
darabszám,3,db,1,78336641e2109f92db676f801d299214f3a8f2b77e8e38774e6d0b7a97d7844b
darabszám,1,db,1,78336641e2109f92db676f801d299214f3a8f2b77e8e38774e6d0b7a97d7844b
tömeg,0.33,kg,1,78336641e2109f92db676f801d299214f3a8f2b77e8e38774e6d0b7a97d7844b
tömeg,0.324,kg,1,69bd6b06c59f20a61ac5cfa2301a4168d0d95c510e172815b6114b4361a73616
tömeg,0.37,kg,1,ec3699e106ddfdc6f1d2426cb35f533932c0c2397565296b94f942adb81fc28c
darabszám,6,db,1,06a9e1de28df442c863b482ff4ede662adbc5ac9103061478846964fb693539a
darabszám,1,db,1,06a9e1de28df442c863b482ff4ede662adbc5ac9103061478846964fb693539a
tömeg,0.216,kg,1,06a9e1de28df442c863b482ff4ede662adbc5ac9103061478846964fb693539a
tömeg,0.42,kg,1,e672b4f0c5be76123f8944e6820fe62a065230e3b1f895c38f4848d96154bf3a
darabszám,6,db,1,ef867961b1db3be45dd3ca18e3602f82c03d70fd231fc8e72f8441e5d2aead18
darabszám,1,db,1,ef867961b1db3be45dd3ca18e3602f82c03d70fd231fc8e72f8441e5d2aead18
tömeg,0.39,kg,1,ef867961b1db3be45dd3ca18e3602f82c03d70fd231fc8e72f8441e5d2aead18
tömeg,0.19,kg,1,89559ba33790e35ce778c32600a923d718704b16569656d3b5c2dc77c1f6dfdd
tömeg,0.32,kg,1,73533a349b5c7b57b8c1e7fe6a17a05b66754f264678d84f5af43b472c1da6dc
tömeg,0.2,kg,1,c0c73279d1834bb3884443cc80c8e591c9d01413ab6acd990a90d9bba98fac1e
tömeg,1,kg,1,c0c73279d1834bb3884443cc80c8e591c9d01413ab6acd990a90d9bba98fac1e
tömeg,0.08,kg,1,c7d9ca1a093e261709d4bcfb038d2cf2d3fa87281cc7b758919ce568b8f16a96
tömeg,0.1,kg,1,f70efce9de8246b7c63884c0846ec96e08836b5b1fa0c38d8765372b7080afd0
tömeg,0.22,kg,1,14b8af62bcc23cb8545231839711ea47d1b99b92ebb17bdfe84c8195e251cb95
tömeg,1,kg,1,14b8af62bcc23cb8545231839711ea47d1b99b92ebb17bdfe84c8195e251cb95
tömeg,0.2,kg,1,674ccd6ef34829489767d41dde0015e5b198ebc3d25792ae9c25a52c686cf8d4
tömeg,0.2,kg,1,c96426b842ba15c9e765fcf4ccc2fed216507d7c3755d4a9547cac13d1c12f8b
tömeg,0.2,kg,1,dfd8bb21205dcef5865e485c70cc14273d7a307305ea0b7de0990e4fa32c6a07
tömeg,0.2,kg,1,fce37ed880f8dda2cd501d684976afc09c4229d9f1fb5ad9b88117f74310f058
tömeg,0.12,kg,1,9765567e03b42b9fa36b4561a3360268b1eb3f7ca32e1d1d6b8483a21fda38f0
tömeg,0.6,kg,1,3a2ec69d73e853d705cc409561f9be4817d438ea14cefd964be1598cf4c7e43a
tömeg,0.5,kg,1,c5c20c352f43e75c246411af937948e0dff587230d45f7f45bec3ce2085344fb
tömeg,1,kg,1,c5c20c352f43e75c246411af937948e0dff587230d45f7f45bec3ce2085344fb
tömeg,0.4,kg,1,1653be5bbe7df638448176147026b0de6cd1ff7ca467e0435d7cc0d6b80c92a6
tömeg,1,kg,1,1653be5bbe7df638448176147026b0de6cd1ff7ca467e0435d7cc0d6b80c92a6
tömeg,0.3,kg,1,a7870e264aa834d1bd384c099a4a580372c90e8c4221684e2d58dd0060f2e605
tömeg,0.4,kg,1,6a22efc83f075c8d3edd866eb894756a9ac2183d517c0d9a20768ca1a7d2a93e
tömeg,0.9,kg,1,81d491cb8369e610543e17d7e5fbbf7e5023a6ee57d0f58d65ad2db397985a54
tömeg,0.09,kg,1,ea0eeac2f8ef18747757006b8fa2f23c86427118fe71b9edbda98dc709c6ddcb
tömeg,0.1,kg,1,6fc02b0a908eeca0c5cf87cd983bba77bfabef77ed731994c6e47f4fd0f6db36
tömeg,0.4,kg,1,7ffc844ab1289465db86007067c82ebf692ced6a71d29fd086b581a06e409994
tömeg,0.1,kg,1,4482b816f611c73f2ea2965b5b16d2ef646019a030b67833ef704f8b1435abe3
tömeg,0.075,kg,1,342b7c26466f300d184266b13135a48ccee506429b61a88455ecbd51f434434b
tömeg,0.3,kg,1,43a2eadac7460930dd04182814beec311b311f62e1e7d25e38b386e8e57d114f
tömeg,0.4,kg,1,08036789497919124dfc61a52d2b24f645c41c31a1ab798f21f2d3ce07b966f0
tömeg,0.5,kg,1,7f2cccf890614566ee24ecf242fc4a49bcbc44ced11a9ea2eb920180367f5066
tömeg,0.1,kg,1,efeb6458b0b64f2694c792210a47bf05e1e402febf867d3f0dd93a7508a46aef
tömeg,0.1,kg,1,1d5c6ee95a110f26e3c528d24acb8b9bdab3e78e1c99400cb6100a80bc4ee658
darabszám,1,db,1,1d5c6ee95a110f26e3c528d24acb8b9bdab3e78e1c99400cb6100a80bc4ee658
tömeg,0.1,kg,1,9a3899ba9b0aa8d4edd79ec4b1e4add6f1c9601e01387bbc86eb53272dd75725
tömeg,1,kg,1,9a3899ba9b0aa8d4edd79ec4b1e4add6f1c9601e01387bbc86eb53272dd75725
tömeg,0.1,kg,1,10b45c69322b46ea96801a67b5cc35c30149d9b11c5b786a958fc61079815170
darabszám,1,db,1,10b45c69322b46ea96801a67b5cc35c30149d9b11c5b786a958fc61079815170
tömeg,0.14,kg,1,1e729dc969ea47186918674e52bf358faa3998713749c01ced79fbbc3d223d31
tömeg,0.1,kg,1,d5a0b25c187ed29ffc3406852dab1c34f2d06c0e3dfbc3360536b4f61d1eedc8
tömeg,0.1,kg,1,e86a34ace60897c742a3bf93cae837f3dd22c2837aaa59a7c1cd5b337e8e876d
darabszám,1,db,1,e86a34ace60897c742a3bf93cae837f3dd22c2837aaa59a7c1cd5b337e8e876d
tömeg,0.24,kg,1,0acdb351e98d282d0eaeb394814f4363e1f94a159aedf75758328d73f1106d71
tömeg,0.1,kg,1,27d80459d8967d2e8de7a825614470dfea915a8e2aedd432e509dbcc14864fbb
tömeg,0.08,kg,1,27d80459d8967d2e8de7a825614470dfea915a8e2aedd432e509dbcc14864fbb
tömeg,0.1,kg,1,35d28861c927fb19b5a61266849e7a7a4474560dc9e64231ebaf742ae1804583
tömeg,0.07,kg,1,45438c4ddc6057497b8cf0031ef6019f9a9aa5610ec0ffa332a0f4e674e9833d
tömeg,0.07,kg,1,ce3241ec496efd6ed6bd2d4267dccc545db70dd8f7a03ea994bc21fada0b1cd6
tömeg,0.2,kg,1,2f9e5346d5200cfeebe6a5b2304bd09c73fff2c81ac024604fa85701e852ae31
tömeg,1,kg,1,2f9e5346d5200cfeebe6a5b2304bd09c73fff2c81ac024604fa85701e852ae31
tömeg,0.08,kg,1,2b5115e201d8c4166348aadce1652236c9a70f306a9cf70d5500fa2bd21e8de6
tömeg,0.28,kg,1,72bea97162411513b54474727f5003444f2c60c1a709c33b26a94b44bf5eedea
darabszám,1,db,1,72bea97162411513b54474727f5003444f2c60c1a709c33b26a94b44bf5eedea
darabszám,6,db,1,c76648dc4a371384393be27ce9c62b7af00d67b390cf437a4a809caacdd5c91e
darabszám,1,db,1,c76648dc4a371384393be27ce9c62b7af00d67b390cf437a4a809caacdd5c91e
tömeg,0.3,kg,1,c76648dc4a371384393be27ce9c62b7af00d67b390cf437a4a809caacdd5c91e
tömeg,0.3,kg,1,17a759ee860a7ba25faf9485bfcd2f45f43fd374a73d5b3c848bcf3207cc6ba2
tömeg,0.3,kg,1,d31d2f7d5db58f236b6694abad0cb359fa3edb0185731334c80658970e09001a
tömeg,1,kg,1,fe0872b5130ad433301b7b46d43cf5520399dda7550ab2b588e34b72bcf8565c
tömeg,0.75,kg,1,9bb2836f70260602b6e0bf1a67d5b7fd551b45c66c9a94054254aad314e1385e
tömeg,1,kg,1,66135ab3d09ad689e124e95e6e27f3c5e29a0c588e2482f9256d8681e07d6253
tömeg,0.2,kg,1,8d86488a33953a58d307433c5b061d67c4c9b3354f60882e42dab18f2164ac57
tömeg,0.75,kg,1,7502207df44bf2c71f1a16531f777ae3895fd73d1cc91667b6257c065173b4d3
tömeg,0.75,kg,1,6dd4d1b3ec566febdb1346f42862d147e5bd843cc6164ce4e5caee202d79eac9
tömeg,0.2,kg,1,6f48028257d91a1c80761a029daba35f4ca035060a977da4e6a8efb932493162
tömeg,0.25,kg,1,1eba14cba7818f0396bd52bc7c6a98a18d5e3f9791ec9a03aff213f7364f2338
tömeg,0.5,kg,1,aac11a8b4b08e92f2e48c4af3388b398af7ff5c5ee91499820898408c0a62728
tömeg,0.15,kg,1,186aaa955eb6c048e00dd37d8c35364e3fe8329fcfddc4e01871d05df19250ec
tömeg,0.2,kg,1,790a132e01b5e3f0d1551e74f9ef05da77f1c05e55d9596a3235883984800f28
tömeg,0.5,kg,1,a788e5a163825c69451659cb4722799b2b9eb00b65b9aa87548f5ecb3e2d9cb6
tömeg,1,kg,1,a788e5a163825c69451659cb4722799b2b9eb00b65b9aa87548f5ecb3e2d9cb6
tömeg,0.2,kg,1,fb35be775641b4e9b325e848b90b3043a786bb7f7790c8a83f822b0eb386f79a
tömeg,0.1,kg,2,9d19bf711e86e3a1e990e34fc8f397190b7c40772510f7f61c3b830ee1bd9d40
tömeg,0.2,kg,1,203a6b5dcec7069c2ec123d19ec5f0f14d47821fc2b9cb7277b8dc2a957aae71
tömeg,0.1,kg,1,7fb660108b7b11ba8dd5a72879a592a5cfc68b35489c7d974abaa108fee4854d
tömeg,1,kg,1,7fb660108b7b11ba8dd5a72879a592a5cfc68b35489c7d974abaa108fee4854d
tömeg,0.6,kg,1,98fbab6241c440b19e290958fa21d500fc9827623d7d88c970cf1541b9492e8c
tömeg,0.6,kg,1,095966509dba84a4af50bd9e9cf02b9540fa0e324543f993d320cc7f665a6229
tömeg,0.4,kg,1,b9c80c7172ed244435769f817e31c22e31f23f60b91049783d28505cbb939de7
tömeg,0.22,kg,1,64ebe2709c0b407727fb81ea0f9005a68f3e10c468e5c91cb92319bfa7691e34
tömeg,0.2,kg,1,64ebe2709c0b407727fb81ea0f9005a68f3e10c468e5c91cb92319bfa7691e34
tömeg,0.21,kg,1,64ebe2709c0b407727fb81ea0f9005a68f3e10c468e5c91cb92319bfa7691e34
tömeg,0.4,kg,1,040e07f81461ea1685564c2034892091008844fbc1c2268484806b4c0ef8227a
tömeg,0.3,kg,1,918bbe6d016da9dedc418afea90802e5ff47fa2af7d53808498059fd333cbf89
tömeg,0.2,kg,1,a554e27581c3d0379f419f90644553d40fbc7149331e2d6069245320390b09e8
tömeg,0.2,kg,1,216683b3e2b83457c6e694e0d7aa34217cf118dd0a334ed2590070c16ae44e1b
tömeg,0.16,kg,1,6b17863c93045ddeb34c08999469919bfb8eb3734960531ccf2925c9e5379bbf
darabszám,1,db,1,6b17863c93045ddeb34c08999469919bfb8eb3734960531ccf2925c9e5379bbf
darabszám,2,db,1,6b17863c93045ddeb34c08999469919bfb8eb3734960531ccf2925c9e5379bbf
tömeg,1,kg,1,a4a64a872031768db438a0fda5ddbb7c3c7a1cadb935c78b619b5cfcb6971619
darabszám,1,db,1,30eb92d3df552599740ccb69aafb2deb3dbdbb265c2c14165aae8a1342aba550
űrtartalom,2,l,1,ff454825091c8354a3ce7e19d53618827a59d129dd0dc9e2aaefb36e67dc19fb
űrtartalom,0.7,l,1,a11e2a251ec797bc98e86153a94c7e256791d7b5849a7ba4f71c482df01bab8e
űrtartalom,1,l,1,95c2c697cf8bb1494891b24ce3fbadb1a4d02963de3b8b38bea4ca911c191ca2
űrtartalom,1,l,1,10978a43f9dab3f654c2c272c9fb3b4afae33cd24d8be163bbb629f14ad1bb26
űrtartalom,1,l,1,ce5d65640ff120bd39bca6952f46a91752016bc9a4309b74c90664fe1e3d2177
űrtartalom,1.5,l,1,5b3203d6fb0d3d38fe682f8c0d3f5f5a744d957d59f94d69524fc0d07c5db463
űrtartalom,1,l,1,dd7f3ded1e41b8aa1c37d37f968ab1ac490969d7c2c42e61d74f0dcf08e55050
űrtartalom,1,l,1,bc49eae27accba5647061c1ddce58d4757b4afb0458a111c6ff61728887d8189
darabszám,1,db,1,bc49eae27accba5647061c1ddce58d4757b4afb0458a111c6ff61728887d8189
darabszám,2,db,1,bc49eae27accba5647061c1ddce58d4757b4afb0458a111c6ff61728887d8189
űrtartalom,1,l,1,7dafa4c5857a684efbe10ef8db3e0896ab9364dd59530b65eb6c6142a581789c
darabszám,1,db,1,7dafa4c5857a684efbe10ef8db3e0896ab9364dd59530b65eb6c6142a581789c
